subject,what_about,comments,gender,heard_of,hear_more,what_is_fixed,duration,dweck_sum_score,goal1,goal2,goal3,goal_wording,prompt_wording,dependent_measure,trial_type,version,goal_variable,goal_timeline,goal_impress,response,can_describe_fixed
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,4,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,4,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,2,yes
86,Our attitudes about intelligence and hard work,,male,yes,yes,People are born with a level of ability that they cannot change,158757,18,improving at math,doing well on this test,showing your teacher that you have high math ability,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,2,yes
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,g,NA,NA,NA,NA,NA,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
87,,,male,no,no,,59314,7,improving at math,being good at math,showing your teacher that you have high math ability,original,original,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,4,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,2,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,4,no
88,Confidence about math,,female,no,yes,,144629,10,doing well on the upcoming test,improving at math,being good at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,2,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,You can always substantially change how intelligent you are,NA,NA,NA,5,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,No matter who you are you can significantly change your intelligence level,NA,NA,NA,5,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,You have a certain amount of intelligence and you cant really do much to change it,NA,NA,NA,1,no
89,Not sure,,female,no,no,,77080,6,being good at math,doing well on the upcoming test,improving at math,original,training,forced-choice,d,You can learn new things but you cant really change your basic intelligence,NA,NA,NA,1,no
90,not sure,,male,no,no,,170209,21,doing well on the upcoming test,showing your teacher that you have high math ability,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
90,not sure,,male,no,no,,170209,21,doing well on the upcoming test,showing your teacher that you have high math ability,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
90,not sure,,male,no,no,,170209,21,doing well on the upcoming test,showing your teacher that you have high math ability,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
90,not sure,,male,no,no,,170209,21,doing well on the upcoming test,showing your teacher that you have high math ability,being good at math,original,training,forced-choice,g,NA,NA,NA,NA,NA,no
